ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,4,23,234,151,1135,1256,333,2636,1256
1,20,17,21407,2641,43,342,11,1294,342
1,79,5,190,190,659,329,22,1318,329
1,3,33,21407,4424,300,175,25,892,175
1,8,27,21407,2641,140,175,5,689,175
1,65,1,105,105,546,1256,530,2636,1256
1,72,4,498,267,75,4649,6896,10980,4649
1,21,20,21407,1796,83,4649,6896,10980,4649
1,409,17,721,721,27,37,10,224,37
1,1,40,21407,1567,305,4649,6896,10980,4649
1,34,3,295,113,546,806,670,2400,806
1,409,4,221,221,1135,1256,26,2636,1256
1,161,8,21407,2641,95,3583,6896,10980,3583
1,16,9,334,334,61,347,15,1294,347
1,1,42,21407,3945,190,4649,6896,10980,4649
1,4,27,21407,2641,231,24,68,10980,24
1,3,24,186,186,110,597,13,1287,597
1,45,2,221,221,1135,1256,27,2636,1256
1,204,11,21407,4424,60,376,11,2690,376
1,2,1,105,105,32,384,30,2400,384
1,299,6,21407,4424,601,4649,6896,10980,4649
1,8,24,21407,3945,183,1772,49,10980,1772
1,839,152,21407,4424,317,774,311,2400,774
1,1,11,21407,1295,267,217,63,10980,217
1,3,20,186,186,431,1043,161,2636,1043
1,3,10,21407,4424,119,335,56,2690,335
1,54,10,94,185,435,1772,6896,10980,1772
1,1,3,57,57,42,34,10,78,34
1,45,1,2,2,1,774,530,2400,774
1,17,5,186,186,431,806,25,2400,806
1,2,15,21407,1295,93,3583,1244,10980,3583
1,3,24,21407,1665,178,3583,6896,10980,3583
1,3,24,21407,4424,114,344,8,783,344
1,2,45,21407,4424,525,4649,6896,10980,4649
1,839,14,21407,1796,75,4649,6896,10980,4649
1,247,7,44,44,102,335,7,2690,335
1,1,29,21407,3945,543,4649,1244,10980,4649
1,161,16,21407,2641,109,55,24,150,55
1,12,4,375,321,55,197,324,449,197
1,409,10,37,37,95,4649,6896,10980,4649
1,1,14,742,489,21,3583,6896,10980,3583
1,3,3,291,291,45,64,21,224,64
1,3,37,21407,4424,317,4649,6896,10980,4649
1,295,5,21407,3945,159,467,219,892,467
1,43,3,221,221,1135,1256,27,2636,1256
1,1,17,21407,2547,304,201,225,384,201
1,220,1,105,105,546,1256,530,2636,1256
1,220,9,80,80,1135,240,12,2636,240
1,2,30,21407,2641,231,3583,6896,10980,3583
1,3,23,21407,2547,532,4649,6896,10980,4649
1,126,25,21407,4424,501,4649,6896,10980,4649
1,2,64,21407,3945,106,3583,1244,10980,3583
1,34,38,21407,3945,179,473,10,2690,473
1,78,3,291,291,284,12,2,2400,12
0,11,4,43,42,191,806,670,2400,806
1,83,23,291,291,16,64,21,224,64
1,8,15,21407,2641,167,597,665,1287,597
1,161,22,21407,2641,231,3583,1244,10980,3583
1,2,43,21407,1295,122,91,246,465,91
1,839,25,21407,3945,159,274,6896,10980,274
1,29,12,21407,2641,28,175,202,892,175
1,1,17,21407,4424,185,28,16,362,28
1,5,50,21407,3945,162,3583,6896,10980,3583
0,7,33,21407,4424,300,473,160,2690,473
1,20,14,334,334,61,347,194,1294,347
0,1,54,21407,2547,230,4649,282,10980,4649
1,1,13,21407,971,96,58,199,10980,58
1,17,27,21407,4424,97,4649,1244,10980,4649
0,27,16,21407,2641,231,4649,6896,10980,4649
1,7,17,21407,3945,501,1772,7,10980,1772
1,6,11,21407,1295,267,1772,6896,10980,1772
1,839,16,21407,971,85,4649,6896,10980,4649
1,1,13,21407,2641,43,521,419,941,521
1,3,38,21407,3945,501,1772,6896,10980,1772
1,53,24,118,63,65,196,15,293,196
1,2,22,38,38,110,42,45,1287,42
1,3,22,498,231,107,3583,9,10980,3583
1,21,27,21407,2641,231,4649,6896,10980,4649
1,24,15,32,32,325,1772,4,10980,1772
0,2,5,295,93,763,1043,161,2636,1043
1,33,43,21407,1295,122,91,246,465,91
1,13,18,21407,3945,543,23,23,2690,23
1,2,20,398,396,58,473,19,2690,473
1,4,25,21407,4424,501,4649,6896,10980,4649
1,10,12,21407,3945,183,1772,49,10980,1772
1,38,25,5,181,140,521,71,941,521
1,4,22,21407,1665,136,104,12,176,104
1,42,34,21407,3945,122,3583,1244,10980,3583
1,5,14,21407,1295,23,1772,6896,10980,1772
1,17,18,21407,1665,138,103,12,2690,103
1,8,17,21407,2641,231,4649,6896,10980,4649
1,7,6,721,721,46,19,12,111,19
1,1,16,21407,4424,601,4649,6896,10980,4649
1,20,35,107,107,106,175,12,689,175
1,9,23,282,209,296,238,98,689,238
1,484,9,21407,2641,26,211,2,1294,211
1,1,13,21407,1567,173,3583,6896,10980,3583
1,2,16,21407,3945,7,4649,6896,10980,4649
1,52,29,21407,1567,47,3583,1244,10980,3583
1,8,14,221,221,1135,1256,34,2636,1256
1,4,1,43,43,179,240,351,2636,240
1,15,8,498,267,36,566,5,1287,566
1,2,24,21407,2641,231,4649,6896,10980,4649
1,10,6,144,144,284,199,36,1318,199
1,295,14,21407,3945,128,199,321,2690,199
1,5,13,21407,2641,43,1772,6,10980,1772
1,22,23,171,171,1135,1256,12,2636,1256
1,79,52,21407,3945,68,159,127,2690,159
1,404,20,21407,1295,93,597,665,1287,597
1,18,13,398,396,79,180,88,493,180
1,4,21,21407,4424,601,274,43,10980,274
0,127,4,295,113,763,1043,2,2636,1043
1,113,17,21407,2641,267,774,41,2400,774
1,2,3,118,63,597,21,22,2636,21
1,11,13,21407,1796,109,774,311,2400,774
1,186,24,21407,3945,183,4649,6896,10980,4649
1,2,9,21407,2547,83,566,665,1287,566
1,839,26,21407,2641,109,4649,6896,10980,4649
1,23,5,234,83,1135,1256,333,2636,1256
1,1,2,74,73,185,13,24,362,13
1,79,19,21407,4424,111,376,222,2690,376
1,3,11,291,291,296,238,24,689,238
1,2,23,21407,1295,278,1772,6896,10980,1772
1,81,3,112,185,3,115,2,1318,115
1,27,2,105,105,763,1256,530,2636,1256
1,68,18,21407,1665,138,99,160,2690,99
1,4,45,21407,2547,139,4649,282,10980,4649
1,192,27,239,239,119,110,13,2690,110
1,1,23,21407,1567,96,3583,6896,10980,3583
1,409,5,721,721,52,12,4,49,12
1,11,10,21407,2547,73,384,6,2400,384
1,299,24,21407,971,601,3583,2,10980,3583
1,409,1,44,14,34,33,1,108,33
1,299,6,21407,1796,83,68,22,146,68
1,4,18,32,32,62,4649,6896,10980,4649
0,3,25,21407,1665,206,4649,6896,10980,4649
1,404,12,21407,3945,543,216,3,2690,216
1,1,11,21407,4424,25,11,66,2690,11
1,65,3,94,94,763,806,670,2400,806
1,6,55,21407,4424,72,3583,6896,10980,3583
1,6,8,21407,1295,278,1772,233,10980,1772
1,839,9,21407,4424,162,92,4,190,92
1,32,3,90,90,431,165,351,2400,165
1,839,22,21407,1796,90,3583,1244,10980,3583
1,8,64,21407,3945,106,4649,1244,10980,4649
1,3,13,21407,1295,123,4649,6896,10980,4649
0,2,6,21407,2547,60,467,219,892,467
1,8,82,21407,4424,72,274,199,10980,274
1,9,23,21407,4424,169,92,80,190,92
1,839,21,21407,2547,532,3583,6896,10980,3583
1,4,4,17,17,431,165,670,2400,165
1,2,22,21407,3945,22,4649,6896,10980,4649
1,2,10,21407,1567,305,217,6896,10980,217
1,2,17,21407,4424,292,347,181,1294,347
1,6,7,21407,1665,56,107,155,294,107
1,115,2,26,26,659,7,8,1318,7
1,3,8,21407,971,197,3583,6896,10980,3583
1,10,62,21407,2547,154,115,6,412,115
1,48,7,269,111,45,384,9,2400,384
1,4,9,112,3,435,4649,6896,10980,4649
1,4,41,21407,2547,532,3583,6896,10980,3583
1,137,30,721,721,296,185,3,449,185
1,11,14,742,489,122,289,246,465,289
1,21,5,21407,1665,8,774,59,2400,774
1,33,1,295,113,763,806,670,2400,806
1,1,33,21407,1796,51,1772,49,10980,1772
1,299,13,21407,3945,601,4649,6896,10980,4649
1,91,2,70,70,546,1256,530,2636,1256
1,2,12,21407,1665,81,4649,6896,10980,4649
0,6,10,742,489,267,86,121,2400,86
1,484,23,21407,1295,278,566,665,1287,566
1,12,24,21407,4424,183,4649,6896,10980,4649
1,39,1,400,295,96,60,1,783,60
1,3,27,21407,4424,97,3583,6896,10980,3583
1,10,11,21407,2641,172,347,16,1294,347
1,1,56,21407,4424,366,4649,6896,10980,4649
1,1,55,21407,4424,140,4649,1244,10980,4649
1,3,27,21407,2547,532,201,225,384,201
1,5,16,21407,3945,7,4649,6896,10980,4649
1,115,43,21407,4424,304,25,28,892,25
1,157,4,21407,3945,151,335,68,2690,335
1,4,56,721,721,147,288,96,783,288
1,1,18,21407,1796,107,3583,6896,10980,3583
1,83,22,21407,4424,148,347,123,1294,347
1,2,99,21407,1295,42,289,246,465,289
0,204,3,21407,397,14,82,3,362,82
1,137,24,498,267,60,1772,49,10980,1772
1,236,8,21407,3945,159,774,16,2400,774
0,2,3,29,28,431,806,670,2400,806
1,8,35,21407,1295,122,3583,6896,10980,3583
1,3,19,21407,3945,317,3583,6896,10980,3583
1,13,2,144,144,659,394,244,1318,394
1,3,33,21407,1295,267,1772,6896,10980,1772
1,16,5,21407,4424,601,566,665,1287,566
1,2,45,21407,4424,162,3583,6896,10980,3583
1,7,21,498,267,60,196,4,10980,196
1,2,57,21407,2547,154,115,179,412,115
1,113,32,21407,4424,157,774,15,2400,774
1,3,3,21407,1567,210,288,205,783,288
1,409,11,21407,1665,103,4649,6896,10980,4649
1,6,29,721,721,415,521,94,941,521
1,25,13,129,129,1135,1043,30,2636,1043
1,4,29,21407,2547,335,49,10,892,49
1,6,8,184,184,763,17,13,2636,17
1,295,4,149,123,763,806,670,2400,806
1,4,20,21407,2641,195,521,419,941,521
1,127,3,70,70,546,1256,23,2636,1256
1,204,6,21407,971,128,597,665,1287,597
1,108,10,21407,4424,109,216,10,2690,216
0,51,18,21407,1295,278,4649,6896,10980,4649
1,1,2,21407,3945,98,55,87,160,55
1,2,3,80,80,1135,1256,333,2636,1256
1,24,46,21407,971,96,274,199,10980,274
1,16,3,105,105,65,54,3,293,54
1,79,2,742,253,659,394,244,1318,394
1,7,16,21407,4424,601,30,24,150,30
1,13,4,61,61,191,1256,23,2636,1256
1,186,5,21407,1295,102,4649,6896,10980,4649
1,157,6,140,140,111,467,219,892,467
1,239,22,21407,971,197,17,8,111,17
1,484,32,21407,1567,32,33,6,783,33
1,3,25,721,721,296,3583,6896,10980,3583
1,10,2,21407,971,37,152,2,241,152
1,25,27,21407,2641,435,81,3,1287,81
1,839,11,21407,3945,106,3583,6896,10980,3583
1,27,1,94,94,20,384,4,2400,384
1,404,27,21407,4424,601,597,9,1287,597
1,4,51,21407,1665,325,4649,6896,10980,4649
1,1,15,32,32,325,3583,6896,10980,3583
1,192,6,44,44,102,110,6,2690,110
1,9,12,234,83,1135,14,12,58,14
1,26,15,197,197,763,1256,351,2636,1256
1,11,30,21407,1295,42,201,225,384,201
1,7,24,498,267,60,337,41,783,337
1,6,57,21407,1796,8,3583,6896,10980,3583
1,4,18,21407,4424,62,4649,6896,10980,4649
1,186,53,21407,2547,532,4649,6896,10980,4649
0,5,18,21407,1567,96,147,225,384,147
1,11,7,21407,1796,14,23,7,783,23
1,1,26,21407,971,111,4649,6896,10980,4649
1,4,26,21407,971,111,4649,282,10980,4649
1,299,2,21407,971,124,2,2,15,2
1,1,7,400,295,72,342,211,1294,342
1,57,10,400,67,431,165,351,2400,165
1,24,6,21407,1665,19,55,4,150,55
1,3,4,234,83,1135,1256,333,2636,1256
1,220,5,295,93,763,1043,161,2636,1043
1,2,4,17,17,431,165,670,2400,165
1,14,14,21407,1796,109,774,311,2400,774
1,29,31,21407,2641,83,31,19,783,31
1,10,57,21407,1796,46,521,94,941,521
1,1,21,221,221,1135,12,7,20,12
1,135,9,375,321,159,14,222,181,14
1,186,39,21407,3945,183,3583,66,10980,3583
1,17,27,21407,3945,151,4649,39,10980,4649
1,4,41,21407,2547,532,4649,6896,10980,4649
1,15,13,184,184,763,17,19,2636,17
1,5,14,21407,1796,94,344,22,783,344
1,484,27,239,239,35,473,12,2690,473
1,6,53,21407,1567,210,60,22,783,60
1,99,3,118,63,763,1043,1,2636,1043
1,38,49,21407,1796,415,3583,6896,10980,3583
1,839,27,21407,4424,601,4649,1244,10980,4649
1,839,4,21407,1295,125,1772,6896,10980,1772
1,9,9,276,138,763,1256,530,2636,1256
1,33,3,295,113,64,384,3,2400,384
1,11,21,21407,2547,147,196,10,293,196
1,2,5,21407,1665,103,3583,6896,10980,3583
0,4,25,21407,1567,173,1772,96,10980,1772
1,5,17,21407,2641,267,121,25,1294,121
1,839,4,21407,3945,162,566,665,1287,566
1,12,2,21407,1567,2,104,2,176,104
1,1,54,21407,2547,230,3583,6896,10980,3583
1,1,9,46,46,251,32,4,58,32
1,1,16,21407,1665,73,33,9,224,33
1,839,13,21407,3945,98,597,153,1287,597
1,299,8,742,489,46,3583,6896,10980,3583
1,409,19,721,721,415,196,199,10980,196
1,3,13,21407,4424,140,4649,6896,10980,4649
1,839,29,21407,2547,335,566,665,1287,566
1,6,58,21407,1796,415,521,49,941,521
0,104,17,21407,1796,94,289,153,465,289
1,126,13,21407,2547,60,344,153,783,344
1,1,46,21407,3945,143,3583,6896,10980,3583
1,204,46,21407,4424,50,3583,6896,10980,3583
1,23,1,94,94,597,20,4,39,20
1,484,37,21407,4424,501,91,246,465,91
1,192,27,21407,4424,129,335,6,2690,335
1,1,16,21407,1665,138,160,8,2690,160
1,3,26,21407,1567,325,3583,6896,10980,3583
0,2,7,295,113,763,1256,530,2636,1256
1,3,9,21407,3945,148,154,211,1294,154
0,20,7,398,396,150,77,19,181,77
1,25,30,21407,2641,231,107,155,294,107
1,104,10,21407,3945,5,55,87,160,55
1,25,5,21407,2641,42,34,2,78,34
1,29,4,21407,2547,19,49,8,892,49
1,7,35,21407,2641,83,3583,33,10980,3583
1,32,35,21407,2547,304,3583,6896,10980,3583
1,16,4,186,186,431,806,25,2400,806
1,8,29,21407,1567,47,3583,6896,10980,3583
1,35,20,21407,1665,85,335,14,2690,335
1,3,51,21407,2547,335,288,205,783,288
1,1,45,21407,2547,335,4649,6896,10980,4649
1,3,37,21407,2641,73,566,665,1287,566
1,42,3,184,184,179,806,670,2400,806
1,239,20,21407,1665,136,175,219,892,175
1,3,152,21407,4424,525,521,419,941,521
1,137,5,21407,1796,91,4649,6896,10980,4649
1,13,54,21407,2547,230,3583,1244,10980,3583
1,5,16,21407,4424,90,3583,1244,10980,3583
1,3,17,21407,4424,292,347,123,1294,347
1,192,15,21407,971,58,337,14,783,337
1,45,16,721,721,296,4649,6896,10980,4649
1,83,24,21407,4424,183,3583,6896,10980,3583
1,2,33,21407,1295,267,4649,282,10980,4649
1,295,15,21407,3945,128,335,321,2690,335
1,8,6,21407,2547,60,49,6,892,49
1,5,27,21407,4424,525,3583,7,10980,3583
1,11,28,21407,2641,211,135,419,941,135
1,3,43,21407,3945,501,1772,6896,10980,1772
1,91,11,60,50,1135,806,333,2400,806
1,6,15,21407,1665,56,49,27,892,49
1,9,5,295,113,185,774,41,2400,774
1,47,58,21407,3945,501,1772,6896,10980,1772
1,99,11,60,50,1135,1043,33,2636,1043
1,163,2,21407,4424,140,566,4,1287,566
1,157,10,21407,4424,124,473,10,2690,473
1,1,29,21407,3945,601,58,20,10980,58
1,45,4,38,38,296,91,2,689,91
1,839,6,400,295,37,3583,1244,10980,3583
1,12,46,21407,4424,50,3583,6896,10980,3583
1,32,4,171,171,1135,1256,333,2636,1256
1,1,37,21407,2641,73,104,181,176,104
1,9,20,21407,1665,85,774,12,2400,774
1,1,24,21407,3945,183,1772,233,10980,1772
1,7,31,21407,4424,183,1772,233,10980,1772
1,14,1,400,67,431,165,351,2400,165
1,65,32,21407,1665,72,4649,1244,10980,4649
1,15,5,190,190,659,394,244,1318,394
1,8,31,21407,3945,79,347,123,1294,347
1,42,22,21407,1665,138,103,24,2690,103
1,13,4,38,38,296,238,98,689,238
1,26,20,21407,1796,109,185,324,449,185
1,11,2,21407,3945,601,4649,1244,10980,4649
1,12,6,80,80,1135,7,26,2636,7
1,204,10,21407,3945,159,81,12,1287,81
0,62,3,498,267,18,13,5,150,13
1,30,19,21407,4424,14,211,194,1294,211
1,1,8,21407,2641,73,774,4,2400,774
1,157,35,21407,3945,179,216,160,2690,216
1,7,4,21407,3945,98,337,1,783,337
1,295,5,400,6,58,111,5,2400,111
1,46,38,721,721,296,3583,6896,10980,3583
1,6,6,21407,2641,47,4649,6896,10980,4649
1,9,19,21407,2641,140,45,14,689,45
1,192,11,160,84,35,473,95,2690,473
1,299,32,21407,1567,40,288,205,783,288
1,409,3,94,94,296,238,98,689,238
1,247,29,21407,3945,151,335,56,2690,335
1,8,26,21407,2641,66,175,202,892,175
1,6,16,21407,1567,305,3583,6896,10980,3583
1,3,1,21407,971,24,52,6,128,52
1,3,16,21407,2547,139,4649,6896,10980,4649
1,40,62,21407,2547,9,224,179,412,224
1,32,24,21407,2547,304,185,324,449,185
1,53,4,21407,2547,60,152,11,241,152
1,299,13,398,396,79,16,64,493,16
1,13,32,21407,4424,45,54,116,783,54
1,9,14,17,17,1135,26,45,82,26
1,2,62,21407,3945,543,4649,6896,10980,4649
1,1,17,57,57,37,4649,21,10980,4649
1,27,4,21407,3945,179,376,4,2690,376
1,135,14,21407,1796,94,337,11,783,337
1,161,24,21407,3945,601,3583,1244,10980,3583
1,839,38,21407,2641,231,91,6,465,91
1,409,1,498,231,24,13,4,362,13
1,12,152,21407,4424,525,218,419,941,218
1,167,8,21407,3945,43,467,17,892,467
1,3,16,21407,1665,138,160,8,2690,160
0,5,21,21407,2547,106,145,14,783,145
0,104,2,21407,4424,2,55,87,160,55
1,839,23,21407,1295,267,4649,6896,10980,4649
1,2,10,21407,1567,305,217,6896,10980,217
1,50,152,21407,3945,525,521,419,941,521
1,8,3,742,489,501,91,246,465,91
0,1,17,21407,1665,41,152,22,241,152
1,1,21,398,396,543,473,16,2690,473
1,34,5,295,113,64,384,30,2400,384
1,3,54,21407,1567,325,521,419,941,521
1,2,32,21407,1665,95,4649,282,10980,4649
1,2,20,21407,1665,95,3583,6896,10980,3583
1,4,31,21407,3945,292,211,194,1294,211
1,4,8,65,65,546,1043,7,2636,1043
1,29,3,40,40,1135,1256,333,2636,1256
1,88,27,21407,2641,435,288,5,783,288
0,10,62,21407,2547,154,115,179,412,115
1,23,4,295,113,597,15,13,39,15
1,3,62,21407,3945,190,4649,1244,10980,4649
1,299,3,160,84,34,12,3,49,12
1,1,46,21407,2547,230,3583,1244,10980,3583
1,17,31,21407,3945,79,347,123,1294,347
1,247,4,74,73,763,1256,333,2636,1256
1,9,25,742,489,525,521,419,941,521
1,87,3,21407,4424,300,467,17,892,467
1,4,5,334,334,4,159,4,2690,159
1,19,11,21407,2641,167,185,4,449,185
1,4,34,21407,1567,325,774,311,2400,774
1,24,25,742,489,160,3583,6896,10980,3583
1,43,20,21407,3945,106,4649,6896,10980,4649
1,8,4,186,186,431,806,25,2400,806
1,58,27,21407,2641,26,597,202,1287,597
1,62,5,21407,1665,103,3583,6896,10980,3583
1,50,12,234,83,1135,14,12,58,14
0,1,21,21407,4424,120,4649,6896,10980,4649
1,78,15,275,257,284,199,174,1318,199
1,33,7,295,113,763,1256,530,2636,1256
1,5,3,40,40,1135,240,12,2636,240
1,1,10,149,123,546,1256,530,2636,1256
1,11,38,21407,1665,145,99,160,2690,99
1,3,6,21407,1295,267,201,225,384,201
1,19,11,21407,181,46,199,174,1318,199
1,8,11,276,138,45,75,19,362,75
1,34,56,375,321,147,43,22,293,43
1,33,3,295,93,546,806,670,2400,806
1,12,4,21407,2641,167,31,11,783,31
1,839,17,375,321,55,4649,6896,10980,4649
1,3,57,21407,1796,415,4649,6896,10980,4649
1,127,1,62,56,546,1043,7,2636,1043
1,1,2,234,83,1135,1043,2,2636,1043
0,37,1,295,81,546,1256,530,2636,1256
1,1,56,375,321,147,43,22,293,43
1,63,4,269,74,546,806,670,2400,806
1,220,3,291,291,91,12,3,2400,12
1,295,11,21407,4424,304,73,2,783,73
1,2,12,21407,971,185,82,14,362,82
1,33,15,275,257,284,394,62,1318,394
1,839,9,21407,2641,9,3583,6896,10980,3583
1,484,24,21407,3945,543,376,222,2690,376
1,12,10,742,489,366,521,419,941,521
1,4,2,21407,1665,66,175,96,892,175
1,4,6,21407,4424,54,344,9,783,344
1,7,4,94,94,95,115,3,1318,115
1,14,26,21407,4424,157,56,7,190,56
1,1,30,21407,4424,525,274,17,10980,274
1,1,6,21407,1796,91,1772,116,10980,1772
1,1,4,90,90,431,165,351,2400,165
1,2,4,129,129,763,1043,79,2636,1043
1,6,14,70,70,73,3583,6896,10980,3583
1,21,4,144,144,284,110,62,1318,110
0,8,4,112,185,91,329,7,1318,329
1,2,11,21407,2547,335,3583,6896,10980,3583
1,239,9,282,73,659,115,16,1318,115
1,8,19,21407,4424,129,85,6,465,85
1,2,11,398,396,179,473,11,2690,473
1,1,6,46,46,2,145,6,783,145
1,239,53,21407,2547,532,4649,6896,10980,4649
1,484,7,21407,3945,24,116,154,493,116
1,2,7,21407,2641,267,342,10,1294,342
1,1,10,21407,2547,73,111,121,2400,111
1,9,12,21407,2641,267,347,25,1294,347
1,45,22,21407,3945,501,4649,6896,10980,4649
1,10,27,21407,1567,325,4649,6896,10980,4649
1,81,16,190,190,24,115,16,1318,115
1,54,47,21407,2641,435,63,22,115,63
1,3,67,21407,1567,72,111,17,2400,111
1,839,25,21407,4424,366,3583,6896,10980,3583
1,1,13,21407,3945,601,4649,6896,10980,4649
1,8,16,21407,2641,97,4649,6896,10980,4649
1,137,5,21407,1796,5,18,2,362,18
1,239,14,107,107,95,82,2,107,82
1,36,27,21407,4424,97,4649,1244,10980,4649
1,1,40,21407,1567,305,4649,6896,10980,4649
1,126,16,21407,2547,532,597,153,1287,597
1,2,34,21407,1567,160,137,68,10980,137
1,1,28,21407,2641,435,3583,1244,10980,3583
1,3,10,37,37,95,3583,6896,10980,3583
1,2,23,21407,1295,267,4649,6896,10980,4649
1,22,11,21407,4424,366,4649,52,10980,4649
1,83,14,21407,3945,98,124,9,294,124
1,839,99,21407,1295,122,91,246,465,91
1,4,18,21407,1567,210,774,25,2400,774
1,19,3,65,65,546,806,670,2400,806
1,31,38,21407,3945,501,566,665,1287,566
1,2,24,21407,2641,167,288,205,783,288
1,484,22,21407,4424,501,597,153,1287,597
1,1,47,21407,1295,64,147,17,384,147
1,4,31,21407,2547,304,4649,1244,10980,4649
1,4,11,21407,3945,106,4649,6896,10980,4649
1,15,64,21407,2641,72,140,24,689,140
1,404,38,21407,971,304,22,18,150,22
1,484,4,21407,4424,18,68,7,146,68
1,65,13,105,105,597,1043,44,2636,1043
1,62,3,498,267,251,197,13,449,197
1,50,7,171,171,1135,1043,128,2636,1043
1,1,46,21407,3945,143,3583,6896,10980,3583
1,25,3,119,119,546,1256,530,2636,1256
1,3,2,742,489,366,3583,6896,10980,3583
1,6,14,21407,4424,90,566,665,1287,566
1,4,42,21407,4424,90,1772,39,10980,1772
1,126,16,400,295,304,3583,1244,10980,3583
1,3,1,295,81,185,75,9,362,75
1,839,7,21407,2641,40,217,42,10980,217
1,12,64,21407,3945,106,3583,6896,10980,3583
1,54,35,21407,2641,83,83,18,783,83
1,5,19,21407,2641,195,1772,233,10980,1772
1,4,51,21407,4424,300,467,26,892,467
1,192,27,21407,3945,159,566,665,1287,566
1,839,1,32,8,2,1772,1,10980,1772
1,113,18,21407,2641,30,774,311,2400,774
1,36,4,160,76,169,566,665,1287,566
1,1,152,21407,4424,525,521,419,941,521
1,79,6,144,144,659,394,244,1318,394
1,236,1,7,7,178,2,3,6,2
1,2,42,21407,3945,190,4649,6896,10980,4649
1,18,2,149,123,763,806,670,2400,806
1,33,4,275,257,659,115,16,1318,115
1,1,38,721,721,296,3583,6896,10980,3583
1,157,22,21407,4424,304,473,3,2690,473
1,3,37,21407,2641,73,566,665,1287,566
1,409,1,498,231,75,197,6896,449,197
1,19,152,21407,4424,501,521,419,941,521
1,2,18,375,321,55,1772,128,10980,1772
1,78,3,291,291,284,329,1,1318,329
1,404,15,21407,4424,28,3583,1244,10980,3583
1,21,5,21407,2641,42,34,10,78,34
1,6,2,742,253,659,394,244,1318,394
1,91,13,112,185,435,4649,6896,10980,4649
1,409,9,21407,397,83,211,11,1294,211
1,56,5,21407,1796,12,8,1,146,8
1,404,18,375,321,55,4649,6896,10980,4649
1,9,152,21407,4424,501,218,419,941,218
1,1,18,21407,1295,278,1772,18,10980,1772
1,57,21,21407,3945,122,217,46,10980,217
1,1,71,21407,1665,103,3583,6896,10980,3583
1,3,20,94,94,304,3583,6896,10980,3583
1,1,12,21407,1295,64,566,665,1287,566
1,66,22,21407,4424,304,147,154,493,147
1,13,17,21407,1295,93,274,11,10980,274
1,7,46,21407,971,96,196,6896,10980,196
1,9,5,184,184,65,5,7,19,5
1,34,27,239,239,119,110,13,2690,110
1,14,18,742,489,267,73,45,1294,73
1,29,66,21407,2547,37,224,179,412,224
1,1,9,375,321,11,217,63,10980,217
1,5,99,21407,1295,122,289,10,465,289
1,45,16,94,94,292,342,16,1294,342
1,409,12,21407,971,197,4649,6896,10980,4649
1,239,3,21407,1665,145,176,3,892,176
1,2,10,21407,971,197,92,46,190,92
1,1,64,21407,3945,106,3583,1244,10980,3583
1,409,23,21407,1796,251,274,3,10980,274
1,57,43,21407,4424,304,176,31,892,176
1,186,33,21407,1295,278,4649,6896,10980,4649
1,5,13,79,78,41,135,34,941,135
1,2,12,79,79,206,467,219,892,467
1,45,15,21407,3945,159,566,665,1287,566
1,30,21,21407,4424,50,337,8,783,337
1,3,27,21407,4424,129,473,95,2690,473
1,127,27,21407,4424,525,4649,6896,10980,4649
1,27,62,21407,3945,190,4649,1244,10980,4649
0,16,22,21407,3945,162,4649,6896,10980,4649
1,167,35,21407,2547,304,4649,282,10980,4649
1,4,27,21407,3945,601,3583,6896,10980,3583
1,299,10,21407,3945,159,47,2,128,47
1,4,3,10,10,431,165,670,2400,165
1,32,17,21407,4424,62,1772,6896,10980,1772
1,67,5,269,74,546,1043,161,2636,1043
1,1,24,118,63,65,196,15,293,196
1,8,62,21407,2547,154,115,179,412,115
0,65,2,105,105,597,2,9,39,2
1,19,17,21407,3945,63,137,36,10980,137
1,409,9,498,267,28,43,2,150,43
1,839,24,21407,4424,601,3583,6896,10980,3583
1,50,11,129,129,1135,240,11,2636,240
1,6,1,21407,4424,120,47,1,128,47
1,2,23,21407,4424,162,4649,6896,10980,4649
1,1,50,21407,2547,83,4649,6896,10980,4649
1,30,13,21407,4424,31,3583,6896,10980,3583
1,2,53,21407,3945,601,4649,6896,10980,4649
1,5,15,21407,2641,10,10,5,30,10
1,409,17,21407,1796,30,9,1,20,9
1,6,35,21407,3945,543,376,222,2690,376
1,409,57,21407,1796,415,218,16,941,218
1,2,39,21407,2547,335,124,16,294,124
